names,places,links,imgs,desc,address,address_link
蟹壳黄,上海,https://you.ctrip.com/fooditem/shanghai2/7756048-p1.html,https://dimg04.c-ctrip.com/images/tg/535/158/822/021dea949ee34cd29b52a6006c5e6124_R_220_140.jpg,"上海久负盛名的特色点心，创始于上世纪初期，因形状像蟹壳，熟后色泽如蟹壳背一样深红，所以称为""蟹壳黄""。蟹壳黄采用油酥面... ",王家沙点心店(南京西路总店),https://you.ctrip.com/food/shanghai2/456230.html
油墩子,上海,https://you.ctrip.com/fooditem/shanghai2/7894873-p1.html,https://dimg04.c-ctrip.com/images/tg/140/416/169/2720c5a81aef475595043a17c147f49a_R_220_140.jpg,油墩子是上海知名的街头小吃，又叫油端子或油墩儿。油墩子可以分成荤素两类，荤菜馅就是用肉馅，素菜馅的又称萝卜丝饼，甜味... ,怀旧小吃(保南街店),https://you.ctrip.com/food/shanghai2/15528147.html
腌笃鲜,上海,https://you.ctrip.com/fooditem/shanghai2/7785265-p1.html,https://dimg04.c-ctrip.com/images/tg/370/465/412/d4978d577fe44a89ae9ca163840eade5_R_220_140.jpg,腌笃鲜来源于宁波菜，现已是上海本帮菜中较有代表性的家常菜之一。腌笃鲜由春笋，腌制过的咸肉和新鲜猪肉一起用小火慢煮而成... ,兰心餐厅(进贤路店),https://you.ctrip.com/food/shanghai2/11432230.html
酒酿圆子,上海,https://you.ctrip.com/fooditem/shanghai2/7780054-p1.html,https://dimg04.c-ctrip.com/images/10040k000000c42rz3970_R_220_140.jpg,酒酿圆子是上海的传统名吃之一，成品小圆子色泽洁白、珠圆玉润，酒汁清亮绵软。酒酿圆子的制作方法是以各种果料为馅，然后将... ,上海小南国(大华店),https://you.ctrip.com/food/shanghai2/5009426.html
菜肉馄饨,上海,https://you.ctrip.com/fooditem/shanghai2/7828006-p1.html,https://dimg04.c-ctrip.com/images/100m0k000000cba5lFCA3_R_220_140.jpg,上海特色名小吃，猪肉馅和荠菜按照最佳的比例搭配。皮韧馅大的馄饨咬下去，满口菜香，充满弹性的肉馅口感。熟悉的市井气息，... ,万寿斋(山阴路店),https://you.ctrip.com/food/shanghai2/4994271.html
锅贴,上海,https://you.ctrip.com/fooditem/shanghai2/7761264-p1.html,https://dimg04.c-ctrip.com/images/100j0k000000c4tbc59C3_R_220_140.jpg,锅贴是上海的传统亲民小吃，家常又美味。锅贴的形状各地不同，一般是呈细长饺子形，大多以猪肉为主料，配以不同的新鲜蔬菜。... ,苏小柳点心(康桥分院),https://you.ctrip.com/food/shanghai2/15306646.html
酱爆猪肝,上海,https://you.ctrip.com/fooditem/shanghai2/7792316-p1.html,https://dimg04.c-ctrip.com/images/100i0k000000c45522189_R_220_140.jpg,酱爆猪肝作为传统的上海家常菜之一，制作方法讲究用大火快炒。上海有一句老话“猪肝下锅十八铲”，就是说在料理猪肝的时候，... ,兰心餐厅(进贤路店),https://you.ctrip.com/food/shanghai2/11432230.html
四喜烤麸,上海,https://you.ctrip.com/fooditem/shanghai2/7807681-p1.html,https://dimg04.c-ctrip.com/images/1005080000003e09mE28C_R_220_140.jpg,四喜烤麸是一道上海名菜，无论是平日还是过年，吃粥或是拌面，总是会出现在上海人的餐桌上，没有比它更能勾起上海人馋虫的美... ,新苑私房菜(嘉善路店),https://you.ctrip.com/food/shanghai2/386103.html
鲜肉月饼,上海,https://you.ctrip.com/fooditem/shanghai2/66400-p1.html,https://dimg04.c-ctrip.com/images/tg/355/558/928/7fd88d1493f34a52bd3cf6fff4a78ae2_R_220_140.jpg,苏鲜肉月饼，是江浙沪地区的传统特色小吃，多在中秋节期间比较火爆。鲜肉月饼的馅料是由一大团鲜肉组成，皮脆而粉，现卖的鲜... ,王家沙点心店(南京西路总店),https://you.ctrip.com/food/shanghai2/456230.html
白斩鸡,上海,https://you.ctrip.com/fooditem/shanghai2/7756049-p1.html,https://dimg04.c-ctrip.com/images/tg/312/317/197/70b50d3f3aa049ba88504aa50d9e52c9_R_220_140.jpg,白斩鸡，名称来源于它的制作方法，因制作时不加调味白煮而成，并且可以随时斩着吃，故称白斩鸡，又因其用料是三黄鸡（脚黄、... ,索道农家菜,https://you.ctrip.com/food/shanghai2/15464230.html
葱油饼,上海,https://you.ctrip.com/fooditem/shanghai2/7762883-p1.html,https://dimg04.c-ctrip.com/images/100t0k000000c41pj3D9A_R_220_140.jpg,葱油饼是上海地区的一种特色小吃，在上海属沪菜系，但全国各地均有葱油饼，且制作方法与配料均不一致。葱油饼不仅仅是上海人... ,阿大葱油饼,https://you.ctrip.com/food/shanghai2/16100613.html
炸猪排,上海,https://you.ctrip.com/fooditem/shanghai2/7777649-p1.html,https://dimg04.c-ctrip.com/images/10020k000000cblxpACD7_R_220_140.jpg,炸猪排是上海非常普遍的小吃 ，上海人对炸猪排有着特殊的感情，曾经的上海炸猪排也算是影响了一代人的口味偏好。上海人吃炸... ,潘国仙耳光馄饨(黄家阙路店),https://you.ctrip.com/food/shanghai2/4997342.html
草头圈子,上海,https://you.ctrip.com/fooditem/shanghai2/7756038-p1.html,https://dimg04.c-ctrip.com/images/tg/955/433/784/da86041d50cc44c4952d1cc34bc41e6f_R_220_140.jpg,草头圈子实际上是生煸草头和红烧圈子这两道菜的结合体，“草头”指苜蓿，“圈子”则是猪直肠，两相搭配，以草头的清爽中和猪... ,梦雅酒楼(红园路店),https://you.ctrip.com/food/shanghai2/391313.html
蝴蝶酥,上海,https://you.ctrip.com/fooditem/shanghai2/24200261-p1.html,https://dimg04.c-ctrip.com/images/tg/640/318/445/a29a35caa2de4e45a42aa3599ef1d249_R_220_140.jpg,和任何一种酥皮点心一样，蝴蝶酥为了做出层层酥皮，需要将裹住黄油的面皮反复的擀开、期间还要不停撒糖，一遍又一遍的糅合。... ,,
响油鳝糊,上海,https://you.ctrip.com/fooditem/shanghai2/7756440-p1.html,https://dimg04.c-ctrip.com/images/0105w120009gi057n482B_R_220_140.jpg,响油鳝糊是一道江南地区的特色传统名菜，属于苏帮菜。因鳝糊上桌后盘中油还在辟叭作响而得名。特点在于鳝肉鲜美、香味浓郁、... ,,
油爆虾,上海,https://you.ctrip.com/fooditem/shanghai2/24653441-p1.html,https://dimg04.c-ctrip.com/images/0106g120009gi0ssb8CD2_R_220_140.jpg,油爆虾是一道特色传统名菜，属于上海菜、江苏菜。虾经油爆，表面油光润滑，虾壳薄亮透明，故又称“光明虾炙”；油爆虾分老爆... ,,
辣肉面,上海,https://you.ctrip.com/fooditem/shanghai2/15568940-p1.html,https://dimg04.c-ctrip.com/images/01003120009gi0w2xEECB_R_220_140.jpg,辣肉面是典型的上海本帮特色面，上海人对与辣肉面的爱简直是根深蒂固的，几乎每个人的记忆里都有一碗让自己牵肠挂肚的辣肉面... ,,
北京烤鸭,北京,https://you.ctrip.com/fooditem/beijing1/7756400-p1.html,https://dimg04.c-ctrip.com/images/1007180000015v8m15308_R_220_140.jpg,烤鸭是在世界上都享有盛名的北京知名菜式，只选用优质北京肉鸭，用带有天然香气的木材烤制，鸭皮色泽透润，肉质肥而不腻，外... ,北平人家(小汤山店),https://you.ctrip.com/food/beijing1/15269885.html
炙子烤肉,北京,https://you.ctrip.com/fooditem/beijing1/24124877-p1.html,https://dimg04.c-ctrip.com/images/100q0e00000075qyvC4C2_R_220_140.jpg,炙子烤肉即人们常说的老北京烤肉，是北京非常具有当地特色的一种烤肉。早年间炙子烤肉的烤盘是由铁条钉成的，凹凸错落，能够... ,,
卤煮,北京,https://you.ctrip.com/fooditem/beijing1/7896636-p1.html,https://dimg04.c-ctrip.com/images/tg/490/604/078/7ddd91dd732a4c318e3ebbc5efd441d6_R_220_140.jpg,卤煮是北京特有的一道传统小吃，传说本来是由五花肉制作，但因传入民间后人们觉得五花肉的价格太高，难以接受，便改为较为便... ,京味居(南菜园店),https://you.ctrip.com/food/beijing1/260402.html
涮羊肉,北京,https://you.ctrip.com/fooditem/beijing1/7763686-p1.html,https://dimg04.c-ctrip.com/images/tg/516/793/650/95cf3d26546b4c8da74e70cdbf3b5377_R_220_140.jpg,说起北京的涮羊肉，人人皆知，有名的传统美食。因食材以羊肉为主，吃法简便、配上地道老北京铜锅，使羊肉味道更加鲜美，因此... ,羊大爷涮肉(动物园店),https://you.ctrip.com/food/beijing1/15501297.html
驴打滚,北京,https://you.ctrip.com/fooditem/beijing1/7776685-p1.html,https://dimg04.c-ctrip.com/images/1006080000002zrqt1438_R_220_140.jpg,驴打滚是北京的一道知名小吃，主要由黄米面、黄豆面和红豆或红糖制作而成。黄米面卷着馅，再滚上黄豆面，三色的成品非常好看... ,海碗居(增光路店),https://you.ctrip.com/food/beijing1/157902.html
爆肚,北京,https://you.ctrip.com/fooditem/beijing1/7756413-p1.html,https://dimg04.c-ctrip.com/images/tg/567/224/955/0bca577717684d458bbe4c3c4e67fced_R_220_140.jpg,爆肚是京城名吃，名字听起来很简单，但实际上很有讲究。肚分为牛肚和羊肚，牛肚就按部位分了四种，羊肚更分了九种，按水爆、... ,海碗居(增光路店),https://you.ctrip.com/food/beijing1/157902.html
炒肝儿,北京,https://you.ctrip.com/fooditem/beijing1/8020707-p1.html,https://dimg04.c-ctrip.com/images/tg/709/242/901/0b6c290a38de4f3da85d9df3212f4f37_R_220_140.jpg,炒肝是由宋代的“熬肝”和“炒肺”演变的一种传统小吃，以淀粉勾芡，将切好的熟肠段放入沸汤，再放入生猪肝、蒜酱、葱花、姜... ,京味居(南菜园店),https://you.ctrip.com/food/beijing1/260402.html
糖火烧,北京,https://you.ctrip.com/fooditem/beijing1/7947187-p1.html,https://dimg04.c-ctrip.com/images/100i0k000000c3xvu8666_R_220_140.jpg,满族传统小吃，北京有名的早点之一。糖火烧的主料有面粉、红糖、桂花、芝麻油、芝麻酱等，制好的火烧要贴在炉子内壁上烤制，... ,羊大爷涮肉(动物园店),https://you.ctrip.com/food/beijing1/15501297.html
面茶,北京,https://you.ctrip.com/fooditem/beijing1/7756422-p1.html,https://dimg04.c-ctrip.com/images/tg/191/954/917/f1e5e22d1fe5480c968baa751669b647_R_220_140.jpg,是北京非常具有特色的一道小吃。面茶不是茶，而是一种面食，是用黍子面或小米面煮成粥状，再淋上一层厚厚的芝麻酱，美味咸香... ,南来顺涮肉(陶然亭店),https://you.ctrip.com/food/beijing1/4953168.html
艾窝窝,北京,https://you.ctrip.com/fooditem/beijing1/7950989-p1.html,https://dimg04.c-ctrip.com/images/tg/164/061/715/9ca272b7480c47ab9eba0c826ce1258f_R_220_140.jpg,艾窝窝是一道历史悠久的北京风味小吃，主料是糯米粉和面粉，可以根据个人口味包入各种各样的馅料，上锅蒸熟。做好之后的艾窝... ,海碗居(王府井店),https://you.ctrip.com/food/beijing1/15467720.html
奶油炸糕,北京,https://you.ctrip.com/fooditem/beijing1/8034937-p1.html,https://dimg04.c-ctrip.com/images/100e0k000000c55d63EE1_R_220_140.jpg,非常出名的京味小吃，有着老北京十三绝的美誉。奶油炸糕外形呈圆形，颜色金黄，质地软糯，口感外焦里嫩，奶香味十足。 ,南来顺饭庄·清真(南菜园店),https://you.ctrip.com/food/beijing1/329691.html
豌豆黄,北京,https://you.ctrip.com/fooditem/beijing1/7768103-p1.html,https://dimg04.c-ctrip.com/images/100n080000002zv8x48B5_R_220_140.jpg,豌豆黄是北京春夏季节会有的时令甜品。将去皮的豌豆经过磨、煮、炒等一系列的工序，使其能聚而不散，凝成块状，然后切块摆盘... ,海碗居(增光路店),https://you.ctrip.com/food/beijing1/157902.html
灌肠,北京,https://you.ctrip.com/fooditem/beijing1/7788467-p1.html,https://dimg04.c-ctrip.com/images/tg/672/009/128/99596d3f74ce40d6a9f3594bd90ca780_R_220_140.jpg,灌肠是北京人发非常喜爱的大众街头小吃之一。用猪肥肠灌上碎肉、淀粉和其它调料一起煮熟，制作程度到灌肠不软不硬，然后油煎... ,海碗居(增光路店),https://you.ctrip.com/food/beijing1/157902.html
麻豆腐,北京,https://you.ctrip.com/fooditem/beijing1/7756424-p1.html,https://dimg04.c-ctrip.com/images/tg/395/673/924/4aabf0ab60474adf9cb557f3bbd4d9a9_R_220_140.jpg,喜欢喝豆汁儿的朋友一定不要错过的美食——麻豆腐，用布滤豆汁，留下来的豆渣就是麻豆腐的原料。由于同样是经过发酵，麻豆腐... ,海碗居(增光路店),https://you.ctrip.com/food/beijing1/157902.html
京酱肉丝,北京,https://you.ctrip.com/fooditem/beijing1/7761431-p1.html,https://dimg04.c-ctrip.com/images/tg/167/565/403/e47e901960ea47b796c5cb72c10ce438_R_220_140.jpg,北京菜中的经典代表作京酱肉丝与烤鸭有异曲同工之妙，不同的是京酱肉丝的肉是猪肉，卷的饼皮是豆腐皮。切成细条的猪肉用甜面... ,郭林家常菜(西直门店),https://you.ctrip.com/food/beijing1/329346.html
老北京奶酪,北京,https://you.ctrip.com/fooditem/beijing1/8084216-p1.html,https://dimg04.c-ctrip.com/images/tg/861/048/439/16a4edcfcf084376ad843d536f61b1fb_R_220_140.jpg,从宫廷传出的一道奶制小吃，现在是北京街头常见的甜品。老北京奶酪是由牛奶和米酒蒸制而成，浓浓的奶香混合着淡淡的酒香，奶... ,锦府盐帮·张宅(远大店),https://you.ctrip.com/food/beijing1/15987160.html
羊蝎子,北京,https://you.ctrip.com/fooditem/beijing1/7756431-p1.html,https://dimg04.c-ctrip.com/images/10080k000000c55fb744E_R_220_140.jpg,羊蝎子是指带里脊肉和脊髓的完整羊脊椎骨，因形状酷似蝎子因此得名。羊蝎子火锅历史悠久，吃完羊肉往锅内涮菜，味道十分鲜美... ,老冯烤羊蝎子馆(鼓楼西大街店),https://you.ctrip.com/food/beijing1/4957789.html
芥末墩,北京,https://you.ctrip.com/fooditem/beijing1/7812749-p1.html,https://dimg04.c-ctrip.com/images/tg/836/051/559/83f3d54eecd8431c9e99de7266106076_R_220_140.jpg,要说北京地道的百姓菜，非芥末墩莫属，每到大白菜上市的时候，看着大白菜就想起了芥末墩的味道。虽说原料易得，但是芥末墩做... ,海碗居(增光路店),https://you.ctrip.com/food/beijing1/157902.html
干炸丸子,北京,https://you.ctrip.com/fooditem/beijing1/7837677-p1.html,https://dimg04.c-ctrip.com/images/100r0k000000c3i1b2C91_R_220_140.jpg,说到京菜不得不提的就是这干炸丸子，虽说是干炸丸子，吃起来却有酥嫩多汁的口感，是老北京人回忆中的传统味道。干炸丸子的原... ,丰泽园饭店,https://you.ctrip.com/food/beijing1/333106.html
炒疙瘩,北京,https://you.ctrip.com/fooditem/beijing1/8016749-p1.html,https://dimg04.c-ctrip.com/images/10070k000000cirzw4BE8_R_220_140.jpg,炒疙瘩是北京特色面食，用水和面制成较硬的面团，或切或揪成骰子大小的面块儿，煮炒兼用的配上各种蔬菜丁，焦黄的炒疙瘩口感... ,护国寺小吃(护国寺总店),https://you.ctrip.com/food/beijing1/4936235.html
焦熘丸子,北京,https://you.ctrip.com/fooditem/beijing1/7982824-p1.html,https://dimg04.c-ctrip.com/images/100g0k000000c4wexE147_R_220_140.jpg,焦熘丸子可以说是地道北京人都会做的家常菜，焦香的丸子淋上透亮的酱汁，酥脆多汁，木耳与青红椒点缀在盘中，煞是好看。丸子... ,丰泽园饭店,https://you.ctrip.com/food/beijing1/333106.html
豆汁儿,北京,https://you.ctrip.com/fooditem/beijing1/24100939-p1.html,https://dimg04.c-ctrip.com/images/100g0h00000090hsyB39F_R_220_140.jpg,豆汁儿是老北京人非常喜爱的特色风味，也是来北京旅游必尝试的一道小吃。它是制作由水磨绿豆制品剩下的汤水经过发酵而成的，... ,,
炸酱面,北京,https://you.ctrip.com/fooditem/beijing1/24670714-p1.html,https://dimg04.c-ctrip.com/images/100m0h00000090j43D767_R_220_140.jpg,炸酱面，顾名思义，精髓在酱上。只选取优质黄酱做原料，炒制酱料的火候掌控也十分重要，太大容易糊，太小则炒制不出香味，肉... ,,
糖葫芦,北京,https://you.ctrip.com/fooditem/beijing1/24070336-p1.html,https://dimg04.c-ctrip.com/images/100p180000015g12v1B77_R_220_140.png,糖葫芦是起源于京津地区的一种小吃，由于太受欢迎逐渐发展至风靡全国。传统的制作方法是用竹签串着山楂，裹上熬好的糖浆，冷... ,,
醋溜木须,北京,https://you.ctrip.com/fooditem/beijing1/15427017-p1.html,https://dimg04.c-ctrip.com/images/01004120009fvvuuk63E8_R_220_140.jpg,醋溜木须是一道北京地区的汉族名菜，一道香气浓郁，酸甜可口，色香味俱全的美味佳肴。醋溜木须需要里脊肉作为主料，辅以鸡蛋... ,,
乾隆白菜,北京,https://you.ctrip.com/fooditem/beijing1/7889327-p1.html,https://dimg04.c-ctrip.com/images/01064120009fvwr74960F_R_220_140.jpg,大白菜在乾隆年间开始在京流行，乾隆白菜就是芝麻酱拌白菜，是一道老北京爽口小吃。在麻酱和白糖的影响下，脆脆的白菜叶口感... ,,
麻酱烧饼,北京,https://you.ctrip.com/fooditem/beijing1/15496339-p1.html,https://dimg04.c-ctrip.com/images/0105l120009fvwvoy24F0_R_220_140.jpg,麻酱烧饼，是一道常见面点。以面粉为饼，芝麻酱为馅，外焦里嫩，麻香味浓，香脆可口，吃后齿颊留香。 ,,
春饼,北京,https://you.ctrip.com/fooditem/beijing1/7761425-p1.html,https://dimg04.c-ctrip.com/images/01007120009fvwusx55AE_R_220_140.jpg,最早，春饼与菜放在一个盘子里，称为“春盘”。吃春饼是中国民间立春饮食风俗之一。春饼是面粉烙制的薄饼，一般要卷菜而食。 ,,
葱爆羊肉,北京,https://you.ctrip.com/fooditem/beijing1/24652459-p1.html,https://dimg04.c-ctrip.com/images/0102d120009fvxkyq748D_R_220_140.jpg,葱爆羊肉是以羊肉、鸡蛋为主料的药膳，其烹制的功夫主要是在火候和调料的搭配上。羊肉滑嫩、鲜香不膻、汪油包汁、食后回味无... ,,
锅巴菜,天津,https://you.ctrip.com/fooditem/tianjin154/7756695-p1.html,https://dimg04.c-ctrip.com/images/100f180000015em2v4B99_R_220_140.jpg,锅巴菜被天津人称为嘎巴菜，在当地是非常有特色的一道早餐小吃，基本上每个早点部都有卖，它的制作方式类似于摊煎饼，使用绿... ,正味斋锅巴菜(西北角店),https://you.ctrip.com/food/tianjin154/223269.html
天津茶汤,天津,https://you.ctrip.com/fooditem/tianjin154/9764146-p1.html,https://dimg04.c-ctrip.com/images/tg/623/792/783/aeedcf7ab73240298b1fbf92c0e9b068_R_220_140.jpg,天津茶汤是天津传统特风味小吃，相传起源于明代，现在已经成为天津人饮食生活的重要部分。冲茶汤可是门手艺活，硕大的龙嘴大... ,津门杨氏茶汤(广场店),https://you.ctrip.com/food/tianjin154/15493822.html
煎饼果子,天津,https://you.ctrip.com/fooditem/tianjin154/7756674-p1.html,https://dimg04.c-ctrip.com/images/100d0r000000h7ufr7B54_R_220_140.jpg,煎饼果子已经是众所周知的一道天津名菜，广受大家喜爱。天津人在早上食用煎饼果子已经是当地的一种饮食习惯，煎饼果子制作方... ,津味煎饼(图书大厦店),https://you.ctrip.com/food/tianjin154/15489801.html
独面筋,天津,https://you.ctrip.com/fooditem/tianjin154/7959333-p1.html,https://dimg04.c-ctrip.com/images/100g0k000000c7i8f2462_R_220_140.jpg,独面筋不仅包括素独面筋，还包括虾仁独面筋和肉片独面筋，采用小火慢慢的炖制的烹饪方式，制作出来的面筋闻起来一个字“香”... ,红旗饭庄(河西店),https://you.ctrip.com/food/tianjin154/198897.html
卷圈,天津,https://you.ctrip.com/fooditem/tianjin154/7995408-p1.html,https://dimg04.c-ctrip.com/images/100i0k000000c6fxkB3DA_R_220_140.jpg,卷圈作为天津有名的小吃之一，素来受当地人喜爱，老少皆宜。尤其是刚制作出锅的热乎乎的卷圈，赶紧咬上一口，不仅能闻到馅里... ,冯记卷圈(宾馆西路店),https://you.ctrip.com/food/tianjin154/15505173.html
八珍豆腐,天津,https://you.ctrip.com/fooditem/tianjin154/7886335-p1.html,https://dimg04.c-ctrip.com/images/10070k000000cmilh1B42_R_220_140.jpg,制作八珍豆腐的首先要选用上乘新鲜的豆腐，首先用刀将豆腐轻轻地划成一块一块的下锅，将其煎成脆皮豆腐时，再把事先准备好的... ,桂园餐厅(五大道店),https://you.ctrip.com/food/tianjin154/197759.html
天津麻花,天津,https://you.ctrip.com/fooditem/tianjin154/8057355-p1.html,https://dimg04.c-ctrip.com/images/tg/838/497/397/45e3e8b5272e4324891d857a20e8c691_R_220_140.jpg,作为老少皆宜的天津麻花，在保留传统风味的同时，也在推陈出新，创新出多种新鲜口味的麻花，为使得酥软香甜不同于一般麻花，... ,桂发祥(慎益大街店),https://you.ctrip.com/food/tianjin154/15491168.html
熟梨糕,天津,https://you.ctrip.com/fooditem/tianjin154/8007605-p1.html,https://dimg04.c-ctrip.com/images/tg/425/894/101/7b798ee5a13f4b4cae44536951736df0_R_220_140.jpg,熟梨糕经过不断的口味改进，已经从原先仅有口味之外，增加了现有的巧克力和多种水果味，广受儿童欢迎。把优质的大米磨成粉渣... ,秀泽熟梨糕-张家的店(南开大悦城店),https://you.ctrip.com/food/tianjin154/15522021.html
罾蹦鲤鱼,天津,https://you.ctrip.com/fooditem/tianjin154/7756696-p1.html,https://dimg04.c-ctrip.com/images/tg/921/422/964/61aa63a12997444cb5752adc61b792d5_R_220_140.jpg,制作罾蹦鲤鱼，首先选取一条鲜活的鲤鱼，不要刮掉鱼鳞，继而将鱼下锅炸溜，炸制后要保持鱼形和原有的形状一致，并且鱼的形状... ,桂园餐厅(五大道店),https://you.ctrip.com/food/tianjin154/197759.html
爆三样,天津,https://you.ctrip.com/fooditem/tianjin154/7885263-p1.html,https://dimg04.c-ctrip.com/images/tg/986/285/402/3c46805cf27745318855ab227a228973_R_220_140.jpg,天津爆三样使用的原始材，一是猪肝，二是肉片，三是猪腰，缺一不可。爆菜非常讲究，火候的掌握要准确，用油不能多也不能少，... ,陆壹捌餐厅(五大道店),https://you.ctrip.com/food/tianjin154/11403628.html
牛肉饼,天津,https://you.ctrip.com/fooditem/tianjin154/15463046-p1.html,https://dimg04.c-ctrip.com/images/0103v120009ogzxa0AF13_R_220_140.png,老天津非常钟情于带馅料的美食，无论繁华市区还是小巷子都有牛肉饼的踪影，味道也是各有千秋。刚出锅的牛肉饼看起来非常酥脆... ,,
黑蒜子牛肉粒,天津,https://you.ctrip.com/fooditem/tianjin154/22033332-p1.html,https://dimg04.c-ctrip.com/images/0103q120009oh1ivp5C62_R_220_140.png,黑蒜子牛肉粒以黄油，蚝油和黑胡椒入味，是一道中西合璧的天津地方菜。香浓的酱汁包裹着牛肉，配上带有黄油香味的蒜粒，口感... ,,
