names,places,links,imgs,desc,address,address_link
虾饼,北海,https://you.ctrip.com/fooditem/beihai140/7756053-p1.html,https://dimg04.c-ctrip.com/images/100s0h0000008tuyf659B_R_220_140.jpg,北海的小吃街头常见的面点，已有200多年的历史。将新鲜虾肉剁碎加入葱、盐、花椒等调料，再加入水和面和匀，可制作成三角形... ,老道李记阿姨虾饼,https://you.ctrip.com/food/beihai140/125575.html
沙虫,北海,https://you.ctrip.com/fooditem/beihai140/51295-p1.html,https://dimg04.c-ctrip.com/images/tg/706/724/685/827f8851bbd24f30b336ec070f7c0dce_R_220_140.jpg,沙虫因生活在海边的沙地里，所以又叫沙肠虫，外形酷似肠子，其味道鲜美，脆嫩爽口，是北海有名的特产。将处理干净的沙虫用葱... ,荣世海鲜炒菜,https://you.ctrip.com/food/beihai140/11200200.html
清蒸石斑鱼,北海,https://you.ctrip.com/fooditem/beihai140/15434239-p1.html,https://dimg04.c-ctrip.com/images/0101x12000a28erdw7E10_R_220_140.jpg,清蒸石斑鱼是很出名的一道菜，北海石斑鱼营养丰富，肉质细嫩洁白，类似鸡肉，素有“海鸡肉”之称。石斑鱼又是一种低脂肪、高... ,,
海鲜粥,北海,https://you.ctrip.com/fooditem/beihai140/7756066-p1.html,https://dimg04.c-ctrip.com/images/tg/683/866/057/acd5ac2498cb40febc901fcc5a6bbaa9_R_220_140.jpg,北海作为中国四大渔场之一，是吃海鲜的好地方，特色海鲜粥的味道不输其他沿海城市。海鲜粥是以新鲜海产与大米一起熬煮成粥，... ,,
椒盐皮皮虾,北海,https://you.ctrip.com/fooditem/beihai140/24657985-p1.html,https://dimg04.c-ctrip.com/images/100v1b000001c2jz4852F_R_220_140.png,白灼的原汁原味皮皮虾味道当然不必多说，但椒盐皮皮虾更有滋味。将皮皮虾放油里炸两次，虾身通体变的鲜红酥脆，然后另起油锅... ,,
桂林米粉,阳朔,https://you.ctrip.com/fooditem/yangshuo702/17485-p1.html,https://dimg04.c-ctrip.com/images/tg/675/932/682/ee7033aa5bb64ec2bfae0daa0fb6cbbf_R_220_140.jpg,桂林米粉是当地有名的特色风味小吃。桂林米粉制作过程十分考究，精选优质大米磨成浆，滤干后做成粉团，煮熟后压榨成圆根或片... ,老街桂林米粉,https://you.ctrip.com/food/yangshuo702/453334.html
啤酒鱼,阳朔,https://you.ctrip.com/fooditem/yangshuo702/46075-p1.html,https://dimg04.c-ctrip.com/images/tg/250/298/757/9c7c1504249948dd93dd76452b7ee0eb_R_220_140.jpg,啤酒鱼用料考究，采用漓江里的新鲜鲤鱼加上漓江水烹饪，因此成为阳朔有名的特色菜。处理干净的鲤鱼先用桂北山区产制的生茶油... ,老根农家饭店,https://you.ctrip.com/food/yangshuo702/126237.html
爆炒漓江虾,阳朔,https://you.ctrip.com/fooditem/yangshuo702/7755863-p1.html,https://dimg04.c-ctrip.com/images/tg/996/393/514/9f46865280ce4557968478fdb007359c_R_220_140.jpg,桂林有名的风味菜之一。挑选漓江里的新鲜河虾，加入少许桂林三花酒爆炒而成。由于漓江水质清澈，因此产出的虾肉质细嫩鲜美，... ,老根农家饭店,https://you.ctrip.com/food/yangshuo702/126237.html
田螺酿,阳朔,https://you.ctrip.com/fooditem/yangshuo702/61588-p1.html,https://dimg04.c-ctrip.com/images/tg/124/354/236/8e1a98b06be7471f95b5c3b260982f19_R_220_140.jpg,田螺酿是阳朔特色风味名菜。其菜制作过程十分繁琐，先将田螺淘洗干净，切去尾壳。然后挑出螺肉，配上其他肉菜调成馅心，加入... ,,
荔浦芋扣肉,阳朔,https://you.ctrip.com/fooditem/yangshuo702/34977-p1.html,https://dimg04.c-ctrip.com/images/tg/227/190/951/bcae4291c070488a9f394eb4391a88cb_R_220_140.jpg,荔浦芋扣肉是桂林地方名菜。采用当地盛产的荔浦芋头、带皮五花肉、桂林腐乳等食材，将五花肉和芋头入油锅炸至金黄捞出，然后... ,,
竹筒鸡,阳朔,https://you.ctrip.com/fooditem/yangshuo702/16833302-p1.html,https://dimg04.c-ctrip.com/images/0100n12000a2ck804A83B_R_220_140.jpg,竹筒鸡是云南哈尼族的传统菜肴。云南的各少数民族仍保留竹筒烹饪的传统方法，竹筒烹调的鸡肉清香可口，有鸡肉的鲜甜，又有青... ,,
啤酒鸭,阳朔,https://you.ctrip.com/fooditem/yangshuo702/24200857-p1.html,https://dimg04.c-ctrip.com/images/0100a12000a2clkao0CE2_R_220_140.jpg,啤酒鸭是一道以鸭子和啤酒为主料的特色菜肴。是将鸭肉与啤酒一同炖煮成菜，使滋补的鸭肉味道更加浓厚，整体口感鲜香微辣，略... ,,
螺蛳鸭脚煲,柳州,https://you.ctrip.com/fooditem/liuzhou143/7938725-p1.html,https://dimg04.c-ctrip.com/images/10040h0000008stgkAA5B_R_220_140.jpg,在柳州，螺丝鸭脚煲在老百姓心中的地位，基本上可以和螺蛳粉相提并论。选用鸭脚、酸笋、辣椒、紫苏等煲煮而成，鸭脚充分吸收... ,肥螺庄总店四号店,https://you.ctrip.com/food/liuzhou143/7746728.html
螺蛳粉,柳州,https://you.ctrip.com/fooditem/liuzhou143/7772135-p1.html,https://dimg04.c-ctrip.com/images/100d0h0000008srz28980_R_220_140.jpg,螺蛳粉是柳州最为有名的小吃米粉，更是当地人早餐的标配之一。它风味独特，汤料选用螺蛳肉、辣椒、肉桂等熬煮而成，配上柳州... ,小柒螺蛳粉(金鱼巷店),https://you.ctrip.com/food/liuzhou143/15451457.html
酸鱼酸肉,柳州,https://you.ctrip.com/fooditem/liuzhou143/11222231-p1.html,https://dimg04.c-ctrip.com/images/100s0h0000008suy2D9FA_R_220_140.jpg,酸鱼酸肉是柳州的传统特色菜，不过如今只有融安和三江侗族自治县一带还保留着腌制酸鱼酸肉的传统，因为腌制周期长，从而具有... ,柳州菜饮食文化博物馆,https://you.ctrip.com/food/liuzhou143/7748091.html
豆花,柳州,https://you.ctrip.com/fooditem/liuzhou143/7761360-p1.html,https://dimg04.c-ctrip.com/images/100o0h0000008tp230C45_R_220_140.jpg,豆花，有些地方也叫豆腐花、豆腐脑、脑豆腐等，这是一种著名的传统小吃，各地风味都不相同，柳州的豆花算得上是最有花样的了... ,北站姚记豆花,https://you.ctrip.com/food/liuzhou143/7751308.html
糖水,柳州,https://you.ctrip.com/fooditem/liuzhou143/7792104-p1.html,https://dimg04.c-ctrip.com/images/100w0h0000008ts8xB8E4_R_220_140.jpg,柳州人不嗜甜，却唯独离不开糖水。不同于广东糖水的“细”、港式甜品的“精”，广西糖水讲求的是“润”。糖水既可以作为饭后... ,,
凉拌牛杂,柳州,https://you.ctrip.com/fooditem/liuzhou143/15426611-p1.html,https://dimg04.c-ctrip.com/images/0101512000a25uinn52A6_R_220_140.jpg,凉拌牛杂，一道享誉盛名的柳州特色菜，香辣又酸爽，令人上头。凉拌牛杂里的牛肉鲜嫩，牛百叶脆口，配以豆芽、炸花生、酸姜等... ,,
桂林米粉,柳州,https://you.ctrip.com/fooditem/liuzhou143/17485-p1.html,https://dimg04.c-ctrip.com/images/0103l12000a25v0jqD835_R_220_140.jpg,桂林米粉是源于桂林的特色小吃，煮好的米粉配上酸爽的笋尖、佐以炸黄豆、花生、酸豆角，所需食材可根据个人喜好添加。米粉入... ,,
卷粉,柳州,https://you.ctrip.com/fooditem/liuzhou143/15574607-p1.html,https://dimg04.c-ctrip.com/images/0105212000a25viff2B95_R_220_140.jpg,卷粉不仅是柳州特色小吃之一，还是柳州人心头挚爱。小小一条卷粉，从米浆到制作工艺都十分讲究。做好的卷粉口感柔软，层次丰... ,,
汽锅鸡,昆明,https://you.ctrip.com/fooditem/kunming29/7762435-p1.html,https://dimg04.c-ctrip.com/images/tg/666/819/078/b19feb3a54a740c4bed7f45f3a7879ef_R_220_140.jpg,"汽锅鸡是云南名菜,是以烹饪器皿命名的菜品。用汽锅蒸熟的鸡肉，汤汁是蒸汽凝成，也保持了肉质的原汁原味，跳开调味料的掩盖... ",桥香园(南屏街晓东街口店),https://you.ctrip.com/food/kunming29/15431561.html
过桥米线,昆明,https://you.ctrip.com/fooditem/kunming29/7777893-p1.html,https://dimg04.c-ctrip.com/images/tg/685/866/719/da5b87a7b9a94ee88e02d6932bb6f2d3_R_220_140.jpg,吃米线是云南人多年来的饮食习惯，其中尤为出名的莫过于过桥米线。吃法独特的过桥米线，会将不同的食材按照既定的顺序依次加... ,桥香园(南屏街晓东街口店),https://you.ctrip.com/food/kunming29/15431561.html
冰稀饭,昆明,https://you.ctrip.com/fooditem/kunming29/7915410-p1.html,https://dimg04.c-ctrip.com/images/tg/120/070/699/bfb8b3acebed470fb9caedf195eb065e_R_220_140.jpg,昆明冰稀饭乃当地特色，是用白糯米熬制而成，再配上西米、红绿丝、冰渣等食材，色泽鲜艳夺目，入口清凉。粥的香糯搭配红糖的... ,云平风味园(护国路店),https://you.ctrip.com/food/kunming29/5199268.html
饵丝,昆明,https://you.ctrip.com/fooditem/kunming29/7915593-p1.html,https://dimg04.c-ctrip.com/images/100u0k000000c44ji0B7B_R_220_140.jpg,以大米为原料制作的饵丝，搭配各种不同的辅料，经过蒸、煮、炒等不同方式烹制出可口的菜品。其口感柔韧留香，入口浓香美味。 ,端仕小锅(文林街店),https://you.ctrip.com/food/kunming29/164797.html
牛肝菌焖饭,昆明,https://you.ctrip.com/fooditem/kunming29/7852415-p1.html,https://dimg04.c-ctrip.com/images/100f0k000000c4511D0F5_R_220_140.jpg,野生且大多数可以食用的牛肝菌，因为含有丰富的维生素，所以备受当地人喜爱。清雅的菌香搭配软糯的米饭，香味交织在一起，让... ,围炉煮酒世纪城(彩云路店),https://you.ctrip.com/food/kunming29/15637023.html
老奶洋芋,昆明,https://you.ctrip.com/fooditem/kunming29/7810525-p1.html,https://dimg04.c-ctrip.com/images/tg/984/518/520/692b1a77bba1452c8be404bb5ec78d80_R_220_140.jpg,老奶洋芋是将土豆泥放入锅内油炒，再加入葱花和香料调味即可。制作出来的老奶洋芋色泽金黄诱人，十分酥软，还可以添加别的各... ,醉云喃滇味民俗餐厅(万达店),https://you.ctrip.com/food/kunming29/11209958.html
摩登粑粑,昆明,https://you.ctrip.com/fooditem/kunming29/7913991-p1.html,https://dimg04.c-ctrip.com/images/100u0k000000c44w96431_R_220_140.jpg,老少皆宜的摩登粑粑，俘获着一代代昆明人的味蕾。经过油煎之后的摩登粑粑色泽金黄，入口表皮香脆，里面柔软易嚼，口感中甜不... ,年轮菜馆·云南菜(金碧店),https://you.ctrip.com/food/kunming29/5200365.html
饵块,昆明,https://you.ctrip.com/fooditem/kunming29/12656-p1.html,https://dimg04.c-ctrip.com/images/tg/836/181/006/6c332b7432c443209fc884d136cbf6da_R_220_140.jpg,“云南十八怪”之一“糌粑被叫做饵块”中的饵块为云南特有，是用大米制成，通过煮、炒、烧、炸等方式烹制出的特色小吃。饵块... ,醉云喃滇味民俗餐厅(万达店),https://you.ctrip.com/food/kunming29/11209958.html
乳饼,昆明,https://you.ctrip.com/fooditem/kunming29/7913924-p1.html,https://dimg04.c-ctrip.com/images/tg/008/153/004/749eae7655c845838cc707200f926d37_R_220_140.jpg,乳饼以路南的尤为出名，因此常被叫做路南乳饼，是用牛奶或者羊奶加工制成，乳黄色的乳饼质地软细，表面有油质，奶香味浓郁，... ,醉云喃,https://you.ctrip.com/food/kunming29/15236560.html
稀豆粉,昆明,https://you.ctrip.com/fooditem/kunming29/7913915-p1.html,https://dimg04.c-ctrip.com/images/100q0k000000c5g94FF1A_R_220_140.jpg,选用白豌豆磨成粉状之后配以生姜等调料制而成的稀豆粉一定要熬的粘稠度刚刚好才更可口，也就是用筷子插入锅中提起，悬一股流... ,茄子恰恰·创意云南菜(昆明走廊店),https://you.ctrip.com/food/kunming29/11615917.html
石屏豆腐,昆明,https://you.ctrip.com/fooditem/kunming29/7914109-p1.html,https://dimg04.c-ctrip.com/images/10010k000000cdb614E33_R_220_140.jpg,已有四百多年历史的石屏豆腐，深受昆明人喜爱。作为当地的街头小吃，用木炭文火慢烤出来的豆腐表皮金黄不焦，气味馥郁馨香，... ,醉云喃,https://you.ctrip.com/food/kunming29/15236560.html
豆花米线,昆明,https://you.ctrip.com/fooditem/kunming29/7775687-p1.html,https://dimg04.c-ctrip.com/images/tg/780/302/898/737c027b76bb42599a162a6d7ef5c07b_R_220_140.jpg,源于民间的豆花米线，因其独特的口感现已成为当地有名的风味小吃。爽滑的米线搭配白嫩的豆腐脑，再配以酱油、蒜姜汁等调味料... ,翠云楼,https://you.ctrip.com/food/kunming29/5199241.html
野生菌火锅,昆明,https://you.ctrip.com/fooditem/kunming29/21325194-p1.html,https://dimg04.c-ctrip.com/images/100a1a0000019l6av044E_R_220_140.jpg,作为汤底存在的野生菌火锅，是将多种野生菌干片加上骨料熬制，老汤在锅子里翻滚，浓香扑面而来，各种食材下锅烫熟食用，自带... ,,
小锅米线,昆明,https://you.ctrip.com/fooditem/kunming29/7784528-p1.html,https://dimg04.c-ctrip.com/images/0104v120009od80oh52DA_R_220_140.png,小锅米线是昆明特别具有代表性的美食名片，酥润可口的米线配合着微咸中辣的汤底，吃起来相当过瘾，所用的鲜肉都是选自土猪的... ,,
鲜花饼,昆明,https://you.ctrip.com/fooditem/kunming29/15399705-p1.html,https://dimg04.c-ctrip.com/images/0104l120009od9go1BAB2_R_220_140.png,昆明的鲜花饼，酥皮清香淡雅，整体绵软可口，玫瑰花瓣比较细，层层酥皮包裹着绵香的玫瑰花瓣。食人间烟火，满口留清香，很有... ,,
腊排骨火锅,丽江,https://you.ctrip.com/fooditem/lijiang32/33063-p1.html,https://dimg04.c-ctrip.com/images/tg/970/837/728/fbeeb8168cb444f998a96bc5159efcc1_R_220_140.jpg,腊排骨火锅里的排骨因为腌制风干的原因，干爽紧实、色泽褐里透红，经过腌制晾干的排骨很容易入味。这样带有腊排骨汤煮出来的... ,老妈乡腊排骨火锅(南门店),https://you.ctrip.com/food/lijiang32/11111200.html
丽江三文鱼,丽江,https://you.ctrip.com/fooditem/lijiang32/8183119-p1.html,https://dimg04.c-ctrip.com/images/100e080000003hngy2DC4_R_220_140.jpg,丽江三文鱼是雪山泉水养殖的高原彩虹鳟鱼，也就是高原淡水三文鱼。因其独特的生存环境，使其肉质更加细嫩，入口清淡爽滑、肥... ,石锅渔山珍馆·云南野生菌主题餐厅,https://you.ctrip.com/food/lijiang32/142777.html
水性杨花,丽江,https://you.ctrip.com/fooditem/lijiang32/8181149-p1.html,https://dimg04.c-ctrip.com/images/100e080000003hlmcE4E5_R_220_140.jpg,云南丽江古城里无人不知的一道名菜。水性杨花是生长在丽江湖泊中的一道野菜，花因水波而随波逐流，因此得名。水性杨花以蒜瓣... ,唠叨坊私房菜(五一街店),https://you.ctrip.com/food/lijiang32/142055.html
鸡豆凉粉,丽江,https://you.ctrip.com/fooditem/lijiang32/24981-p1.html,https://dimg04.c-ctrip.com/images/tg/243/257/291/caf70e49ab2648c391e23cc6c7182d23_R_220_140.jpg,鸡豆是丽江独有的豆类。用其制作的鸡豆凉粉呈好看的墨绿色，然后配上调好的料汁凉拌即可。也可以将其用油煎至两面金黄，再搭... ,雪山云朵野生菌火锅(花马街店),https://you.ctrip.com/food/lijiang32/142685.html
丽江粑粑,丽江,https://you.ctrip.com/fooditem/lijiang32/7836861-p1.html,https://dimg04.c-ctrip.com/images/tg/912/056/149/ad0c044cbe53442ca51d504cdbcab2d1_R_220_140.jpg,丽江粑粑是非常具有纳西族特色的当地美食，分为咸口和甜口两种。烹制好的丽江粑粑外皮金黄，入口浓香酥脆，是老少咸宜之佳品... ,阿妈意纳西饮食院(小石桥店),https://you.ctrip.com/food/lijiang32/4925233.html
包浆豆腐,丽江,https://you.ctrip.com/fooditem/lijiang32/7765375-p1.html,https://dimg04.c-ctrip.com/images/tg/778/287/016/ddbaf65882aa4250a327af5f4c697cb3_R_220_140.jpg,包浆豆腐是丽江当地人颇为喜爱的小吃之一，烤制出来的豆腐块儿两面金黄，表面再撒上一层辣椒、芝麻、葱花等佐料，煞是好看。... ,纳西火塘总店,https://you.ctrip.com/food/lijiang32/15506931.html
酥油茶,丽江,https://you.ctrip.com/fooditem/lijiang32/7756170-p1.html,https://dimg04.c-ctrip.com/images/100e0k000000c5tfeB988_R_220_140.jpg,丽江人素来爱酥油茶，油香的味道让当地人酷爱有加。属于当地特色茶饮的酥油茶是将酥油和茶叶打碎搅匀，撒上核桃细粉即可，一... ,玛尼石藏餐吧,https://you.ctrip.com/food/lijiang32/15507031.html
纳西烤肉,丽江,https://you.ctrip.com/fooditem/lijiang32/8183007-p1.html,https://dimg04.c-ctrip.com/images/tg/618/406/369/9162703dc9f44df9b99d492aff5ddc16_R_220_140.jpg,纳西烤肉是丽江茶马古道上的一道特色马帮菜。将用香料腌制过的新鲜五花肉经过火烤和油炸，再配以佐料即可食用。烹制好的烤肉... ,阿妈意纳西饮食院(小石桥店),https://you.ctrip.com/food/lijiang32/4925233.html
汽锅鸡,丽江,https://you.ctrip.com/fooditem/lijiang32/7762435-p1.html,https://dimg04.c-ctrip.com/images/tg/563/793/697/a59610ef96164d35a17cb1256d01a9f5_R_220_140.jpg,作为当地名菜之一的汽锅鸡，是纯粹用蒸汽将鸡蒸熟的，这样的烹制手法不仅保持了食材原汁原味，肉质又不失嫩香。当地的汽锅会... ,金生丽水(黑龙潭店),https://you.ctrip.com/food/lijiang32/142060.html
黑山羊火锅,丽江,https://you.ctrip.com/fooditem/lijiang32/20543-p1.html,https://dimg04.c-ctrip.com/images/1004080000003hlncADA7_R_220_140.jpg,黑山羊火锅之所以能成为当地特色的菜品之一，其选用的羊肉肥而不腻，鲜嫩爽口。吃完羊肉的美味汤汁还可以煮青菜之类的食材，... ,唠叨坊私房菜(五一街店),https://you.ctrip.com/food/lijiang32/142055.html
东巴烤鱼,丽江,https://you.ctrip.com/fooditem/lijiang32/10915-p1.html,https://dimg04.c-ctrip.com/images/tg/421/244/788/f0396a651def4b3d943cd5cbe25f8a72_R_220_140.jpg,东巴烤鱼也就是纳西族的代表名菜--纳西烤鱼。秘料腌制过的鱼经过慢火烤制和油煎之后，再把辣椒、花椒、葱花等佐料铺满鱼身即... ,壹餐厅(仁里路店),https://you.ctrip.com/food/lijiang32/142066.html
杂锅菜,丽江,https://you.ctrip.com/fooditem/lijiang32/7923572-p1.html,https://dimg04.c-ctrip.com/images/tg/513/704/652/bc730f4cdf024c849d0863ccbd52c230_R_220_140.jpg,把当季蔬菜融汇在一起，用骨汤煮熟即可的杂锅菜，是丽江当地餐桌上必不可少的一道美食。热气腾腾的杂锅菜里，豆腐块的嫩滑、... ,壹餐厅(仁里路店),https://you.ctrip.com/food/lijiang32/142066.html
鲜花饼,丽江,https://you.ctrip.com/fooditem/lijiang32/15399705-p1.html,https://dimg04.c-ctrip.com/images/0105s120009od9t6f8757_R_220_140.png,鲜花饼是以云南当地种植的可食用玫瑰花入料的酥饼，是具有云南特色的云南经典点心代表。它的外层酥皮薄如蝉翼，层层掉酥，玫... ,,
饵块,丽江,https://you.ctrip.com/fooditem/lijiang32/12656-p1.html,https://dimg04.c-ctrip.com/images/tg/286/883/673/954a95c19828495d82ce7f5cae17cfaf_R_220_140.jpg,饵块是云南和贵州地区的一种小吃，以大米为原料，一般是把米煮熟后，舂成各种形状。饵块储存、运输比较方便，吃法也很多，烤... ,,
泡鲁达,丽江,https://you.ctrip.com/fooditem/lijiang32/7763153-p1.html,https://dimg04.c-ctrip.com/images/100a0k000000c45ah8655_R_220_140.jpg,泡鲁达起初是在缅甸、泰国等东南亚国家流行，后来传到云南部分地方，成为了当地特色小吃。正宗的泡鲁达配料多达十二种，但是... ,,
米线,丽江,https://you.ctrip.com/fooditem/lijiang32/24653617-p1.html,https://dimg06.c-ctrip.com/images/1A0512000000tbliaA770_R_220_140.jpg,米线是丽江特色小吃之一，多数丽江人的清晨是从甩一碗米线开始的。在丽江，米线呈现的方式多种多样，土鸡米线、砂锅米线、享... ,,
